location,primary_contact_source,mistry_2021,prem_2021,prem_2017,population_source
Panama,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Papua_New_Guinea,prem_2021,False,True,False,https://population.un.org/wpp/Download/Standard/CSV/
Paraguay,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Peru,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Philippines,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Poland,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Portugal,mistry_2021,True,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Puerto_Rico,mistry_2021,True,True,False,https://population.un.org/wpp/Download/Standard/CSV/
Qatar,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Romania,mistry_2021,True,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Russia,mistry_2021,True,True,True,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Adygea,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Altai_Krai,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Altai_Republic,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Amur_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Arkhangelsk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Astrakhan_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Bashkortostan,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Belgorod_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Bryansk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Buryatia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Chechnya,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Chelyabinsk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Chukotka,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Chuvashia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Dagestan,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Ingushetia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Irkutsk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Ivanovo_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Jewish_Autonomous_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kabardino_Balkaria,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kaliningrad_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kalmykia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kaluga_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kamchatka_Krai,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Karachay_Cherkessia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Karelia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kemerovo_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Khabarovsk_Krai,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Khakassia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Khanty_Mansi_Autonomous_Okrug,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kirov_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Komi_Republic,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kostroma_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Krasnodar_Krai,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Krasnoyarsk_Krai,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kurgan_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kursk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Leningrad_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Lipetsk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Magadan_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Mari_El,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Mordovia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Moscow,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Moscow_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Murmansk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Nenets_Autonomous_Okrug,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Nizhny_Novgorod_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_North_Ossetia_Alania,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Novgorod_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Novosibirsk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Omsk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Orenburg_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Oryol_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Penza_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Perm_Krai,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Primorsky_Krai,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Pskov_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Rostov_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Ryazan_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Sakha,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Sakhalin_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Samara_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Saratov_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Smolensk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_St._Petersburg,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Stavropol_Krai,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Sverdlovsk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Tambov_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Tatarstan,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Tomsk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Tula_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Tuva,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Tver_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Tyumen_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Udmurtia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Ulyanovsk_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Vladimir_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Volgograd_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Vologda_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Voronezh_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Yamalo_Nenets_Autonomous_Okrug,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Yaroslavl_Oblast,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Zabaykalsky_Krai,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Rwanda,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Saint_Lucia,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Saint_Vincent_and_the_Grenadines,prem_2021,False,True,False,https://population.un.org/wpp/Download/Standard/CSV/
Samoa,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Sao_Tome_and_Principe,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Saudi_Arabia,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Senegal,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Serbia,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Seychelles,prem_2017,False,False,True,https://population.un.org/wpp/Download/Standard/CSV/
Sierra_Leone,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Singapore,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Slovakia,mistry_2021,True,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Slovenia,mistry_2021,True,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Solomon_Islands,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
South_Africa,mistry_2021,True,True,True,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
South_Africa_Eastern_Cape,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
South_Africa_Free_State,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
South_Africa_Gauteng,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
South_Africa_KwaZulu-Natal,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
South_Africa_Limpopo,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
South_Africa_Mpumalanga,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
South_Africa_North_West,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
South_Africa_Northern_Cape,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
South_Africa_Western_Cape,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
South_Korea,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
South_Sudan,prem_2021,False,True,False,https://population.un.org/wpp/Download/Standard/CSV/
Spain,mistry_2021,True,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Sri_Lanka,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Sudan,prem_2021,False,True,False,https://population.un.org/wpp/Download/Standard/CSV/
Suriname,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Sweden,mistry_2021,True,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Switzerland,mistry_2021,True,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Syrian_Arab_Republic,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Taiwan,prem_2017,False,False,True,https://population.un.org/wpp/Download/Standard/CSV/
Tajikistan,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Tanzania,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Thailand,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Timor-Leste,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Togo,prem_2021,False,True,False,https://population.un.org/wpp/Download/Standard/CSV/
Tonga,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Trinidad_and_Tobago,prem_2021,False,True,False,https://population.un.org/wpp/Download/Standard/CSV/
Tunisia,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Turkey,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Turkmenistan,prem_2021,False,True,False,https://population.un.org/wpp/Download/Standard/CSV/
Uganda,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Ukraine,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
United_Arab_Emirates,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
United_Kingdom,mistry_2021,True,True,True,https://population.un.org/wpp/Download/Standard/CSV/
United_States,mistry_2021,True,True,True,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Alabama,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Alaska,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Arizona,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Arkansas,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_California,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Colorado,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Connecticut,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Delaware,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_District_of_Columbia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Florida,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Georgia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Hawaii,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Idaho,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Illinois,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Indiana,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Iowa,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Kansas,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Kentucky,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Louisiana,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Maine,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Maryland,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Massachusetts,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Michigan,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Minnesota,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Mississippi,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Missouri,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Montana,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Nebraska,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Nevada,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_New_Hampshire,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_New_Jersey,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_New_Mexico,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_New_York,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_North_Carolina,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_North_Dakota,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Ohio,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Oklahoma,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Oregon,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Pennsylvania,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Rhode_Island,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_South_Carolina,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_South_Dakota,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Tennessee,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Texas,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Utah,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Vermont,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Virginia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Washington,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_West_Virginia,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Wisconsin,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
United_States_Wyoming,mistry_2021,True,False,False,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Uruguay,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Uzbekistan,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Vanuatu,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Venezuela,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Vietnam,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Yemen,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Zambia,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
Zimbabwe,prem_2021,False,True,True,https://population.un.org/wpp/Download/Standard/CSV/
